0.127709750,"156.61 bpm"
0.510839002,"143.55 bpm"
0.928798185,"136.00 bpm"
1.369977324,"136.00 bpm"
1.811156462,"136.00 bpm"
2.252335600,"139.67 bpm"
2.681904761,"120.19 bpm"
3.181133786,"120.19 bpm"
3.680362811,"112.35 bpm"
4.214421768,"117.45 bpm"
4.725260770,"117.45 bpm"
5.236099773,"114.84 bpm"
5.758548752,"114.84 bpm"
6.280997732,"117.45 bpm"
6.791836734,"120.19 bpm"
7.291065759,"114.84 bpm"
7.813514739,"112.35 bpm"
8.347573696,"114.84 bpm"
8.870022675,"114.84 bpm"
9.392471655,"120.19 bpm"
9.891700680,"114.84 bpm"
10.414149659,"123.05 bpm"
10.901768707,"120.19 bpm"
11.400997732,"120.19 bpm"
11.900226757,"114.84 bpm"
12.422675736,"120.19 bpm"
12.921904761,"117.45 bpm"
13.432743764,"120.19 bpm"
13.931972789,"114.84 bpm"
14.454421768,"120.19 bpm"
14.953650793,"112.35 bpm"
15.487709750,"117.45 bpm"
15.998548752,"120.19 bpm"
16.497777777,"117.45 bpm"
17.008616780,"114.84 bpm"
17.531065759,"117.45 bpm"
18.041904761,"120.19 bpm"
18.541133786,"120.19 bpm"
19.040362811,"120.19 bpm"
19.539591836,"120.19 bpm"
20.038820861,"117.45 bpm"
20.549659863,"120.19 bpm"
21.048888888,"120.19 bpm"
21.548117913,"114.84 bpm"
22.070566893,"117.45 bpm"
22.581405895,"117.45 bpm"
23.092244897,"117.45 bpm"
23.603083900,"123.05 bpm"
24.090702947,"114.84 bpm"
24.613151927,"114.84 bpm"
25.135600907,"117.45 bpm"
25.646439909,"117.45 bpm"
26.157278911,"120.19 bpm"
26.656507936,"117.45 bpm"
27.167346938,"120.19 bpm"
27.666575963,"120.19 bpm"
28.165804988,"117.45 bpm"
28.676643990,"120.19 bpm"
29.175873015,"114.84 bpm"
29.698321995,"114.84 bpm"
30.220770975,"112.35 bpm"
30.754829931,"117.45 bpm"
31.265668934,"117.45 bpm"
31.776507936,"123.05 bpm"
32.264126984,"123.05 bpm"
32.751746031,"123.05 bpm"
33.239365079,"120.19 bpm"
33.738594104,"120.19 bpm"
34.237823129,"120.19 bpm"
34.737052154,"123.05 bpm"
35.224671201,"117.45 bpm"
35.735510204,"117.45 bpm"
36.246349206,"123.05 bpm"
36.733968253,"117.45 bpm"
37.244807256,"120.19 bpm"
37.744036281,"117.45 bpm"
38.254875283,"120.19 bpm"
38.754104308,"120.19 bpm"
39.253333333,"117.45 bpm"
39.764172335,"117.45 bpm"
40.275011337,"120.19 bpm"
40.774240362,"117.45 bpm"
41.285079365,"117.45 bpm"
41.795918367,"123.05 bpm"
42.283537414,"114.84 bpm"
42.805986394,"117.45 bpm"
43.316825396,"120.19 bpm"
43.816054421,"120.19 bpm"
44.315283446,"117.45 bpm"
