0.127709750,"89.10 bpm"
0.801088435,"87.59 bpm"
1.486077097,"90.67 bpm"
2.147845804,"89.10 bpm"
2.821224489,"87.59 bpm"
3.506213151,"89.10 bpm"
4.179591836,"89.10 bpm"
4.852970521,"89.10 bpm"
5.526349206,"89.10 bpm"
6.199727891,"89.10 bpm"
6.873106575,"89.10 bpm"
7.546485260,"89.10 bpm"
8.219863945,"89.10 bpm"
8.893242630,"89.10 bpm"
9.566621315,"89.10 bpm"
10.240000000,"87.59 bpm"
10.924988662,"86.13 bpm"
11.621587301,"87.59 bpm"
12.306575963,"89.10 bpm"
12.979954648,"87.59 bpm"
13.664943310,"87.59 bpm"
14.349931972,"89.10 bpm"
15.023310657,"89.10 bpm"
15.696689342,"92.29 bpm"
16.346848072,"90.67 bpm"
17.008616780,"89.10 bpm"
17.681995464,"87.59 bpm"
18.366984126,"89.10 bpm"
19.040362811,"89.10 bpm"
19.713741496,"89.10 bpm"
20.387120181,"92.29 bpm"
21.037278911,"89.10 bpm"
21.710657596,"89.10 bpm"
22.384036281,"89.10 bpm"
23.057414965,"87.59 bpm"
23.742403628,"89.10 bpm"
24.415782312,"89.10 bpm"
25.089160997,"89.10 bpm"
25.762539682,"89.10 bpm"
26.435918367,"89.10 bpm"
27.109297052,"89.10 bpm"
27.782675736,"89.10 bpm"
28.456054421,"89.10 bpm"
29.129433106,"89.10 bpm"
29.802811791,"89.10 bpm"
30.476190476,"89.10 bpm"
31.149569160,"87.59 bpm"
31.834557823,"89.10 bpm"
32.507936507,"89.10 bpm"
33.181315192,"89.10 bpm"
33.854693877,"89.10 bpm"
34.528072562,"87.59 bpm"
35.213061224,"89.10 bpm"
35.886439909,"89.10 bpm"
36.559818594,"89.10 bpm"
37.233197278,"89.10 bpm"
37.906575963,"89.10 bpm"
38.579954648,"89.10 bpm"
39.253333333,"89.10 bpm"
39.926712018,"89.10 bpm"
40.600090702,"89.10 bpm"
41.273469387,"90.67 bpm"
41.935238095,"87.59 bpm"
