0.023219954,"103.36 bpm"
0.603718820,"95.70 bpm"
1.230657596,"86.13 bpm"
1.927256235,"87.59 bpm"
2.612244897,"89.10 bpm"
3.285623582,"92.29 bpm"
3.935782312,"86.13 bpm"
4.632380952,"87.59 bpm"
5.317369614,"92.29 bpm"
5.967528344,"90.67 bpm"
6.629297052,"86.13 bpm"
7.325895691,"87.59 bpm"
8.010884353,"89.10 bpm"
8.684263038,"90.67 bpm"
9.346031746,"86.13 bpm"
10.042630385,"86.13 bpm"
10.739229024,"92.29 bpm"
11.389387755,"90.67 bpm"
12.051156462,"86.13 bpm"
12.747755102,"86.13 bpm"
13.444353741,"90.67 bpm"
14.106122448,"92.29 bpm"
14.756281179,"86.13 bpm"
15.452879818,"87.59 bpm"
16.137868480,"89.10 bpm"
16.811247165,"92.29 bpm"
17.461405895,"86.13 bpm"
18.158004535,"87.59 bpm"
18.842993197,"92.29 bpm"
19.493151927,"89.10 bpm"
20.166530612,"90.67 bpm"
20.828299319,"87.59 bpm"
21.513287981,"90.67 bpm"
22.175056689,"89.10 bpm"
22.848435374,"87.59 bpm"
23.533424036,"89.10 bpm"
24.206802721,"87.59 bpm"
24.891791383,"89.10 bpm"
25.565170068,"89.10 bpm"
26.238548752,"89.10 bpm"
26.911927437,"87.59 bpm"
27.596916099,"89.10 bpm"
28.270294784,"89.10 bpm"
28.943673469,"89.10 bpm"
29.617052154,"87.59 bpm"
30.302040816,"89.10 bpm"
30.975419501,"89.10 bpm"
31.648798185,"89.10 bpm"
32.322176870,"87.59 bpm"
33.007165532,"89.10 bpm"
33.680544217,"87.59 bpm"
34.365532879,"90.67 bpm"
35.027301587,"87.59 bpm"
35.712290249,"89.10 bpm"
36.385668934,"87.59 bpm"
37.070657596,"89.10 bpm"
37.744036281,"89.10 bpm"
38.417414965,"89.10 bpm"
39.090793650,"89.10 bpm"
39.764172335,"87.59 bpm"
40.449160997,"89.10 bpm"
41.122539682,"89.10 bpm"
41.795918367,"87.59 bpm"
42.480907029,"90.67 bpm"
43.142675736,"87.59 bpm"
43.827664399,"89.10 bpm"
44.501043083,"89.10 bpm"
45.174421768,"89.10 bpm"
45.847800453,"87.59 bpm"
46.532789115,"89.10 bpm"
47.206167800,"89.10 bpm"
47.879546485,"89.10 bpm"
48.552925170,"87.59 bpm"
49.237913832,"89.10 bpm"
49.911292517,"89.10 bpm"
50.584671201,"89.10 bpm"
51.258049886,"87.59 bpm"
51.943038548,"89.10 bpm"
52.616417233,"87.59 bpm"
53.301405895,"89.10 bpm"
53.974784580,"89.10 bpm"
54.648163265,"89.10 bpm"
55.321541950,"87.59 bpm"
56.006530612,"89.10 bpm"
56.679909297,"89.10 bpm"
57.353287981,"89.10 bpm"
58.026666666,"87.59 bpm"
58.711655328,"89.10 bpm"
59.385034013,"89.10 bpm"
60.058412698,"99.38 bpm"
60.662131519,"87.59 bpm"
61.347120181,"86.13 bpm"
62.043718820,"84.72 bpm"
62.751927437,"86.13 bpm"
63.448526077,"87.59 bpm"
64.133514739,"87.59 bpm"
64.818503401,"90.67 bpm"
65.480272108,"89.10 bpm"
66.153650793,"87.59 bpm"
66.838639455,"90.67 bpm"
67.500408163,"87.59 bpm"
68.185396825,"89.10 bpm"
68.858775510,"87.59 bpm"
69.543764172,"90.67 bpm"
70.205532879,"87.59 bpm"
70.890521541,"89.10 bpm"
71.563900226,"87.59 bpm"
72.248888888,"89.10 bpm"
72.922267573,"89.10 bpm"
73.595646258,"86.13 bpm"
74.292244897,"90.67 bpm"
74.954013605,"86.13 bpm"
75.650612244,"90.67 bpm"
76.312380952,"90.67 bpm"
76.974149659,"87.59 bpm"
77.659138321,"89.10 bpm"
78.332517006,"87.59 bpm"
79.017505668,"89.10 bpm"
79.690884353,"89.10 bpm"
80.364263038,"89.10 bpm"
81.037641723,"87.59 bpm"
81.722630385,"89.10 bpm"
