0.011609977,"109.96 bpm"
0.557278911,"93.96 bpm"
1.195827664,"87.59 bpm"
1.880816326,"87.59 bpm"
2.565804988,"90.67 bpm"
3.227573696,"92.29 bpm"
3.877732426,"103.36 bpm"
4.458231292,"97.51 bpm"
5.073560090,"103.36 bpm"
5.654058956,"95.70 bpm"
6.280997732,"93.96 bpm"
6.919546485,"95.70 bpm"
7.546485260,"92.29 bpm"
8.196643990,"93.96 bpm"
8.835192743,"93.96 bpm"
9.473741496,"97.51 bpm"
10.089070294,"95.70 bpm"
10.716009070,"92.29 bpm"
11.366167800,"93.96 bpm"
12.004716553,"95.70 bpm"
12.631655328,"92.29 bpm"
13.281814058,"93.96 bpm"
13.920362811,"93.96 bpm"
14.558911564,"97.51 bpm"
15.174240362,"93.96 bpm"
15.812789115,"92.29 bpm"
16.462947845,"93.96 bpm"
17.101496598,"95.70 bpm"
17.728435374,"92.29 bpm"
18.378594104,"95.70 bpm"
19.005532879,"93.96 bpm"
19.644081632,"95.70 bpm"
20.271020408,"95.70 bpm"
20.897959183,"92.29 bpm"
21.548117913,"93.96 bpm"
22.186666666,"95.70 bpm"
22.813605442,"95.70 bpm"
23.440544217,"92.29 bpm"
24.090702947,"95.70 bpm"
24.717641723,"93.96 bpm"
25.356190476,"93.96 bpm"
25.994739229,"92.29 bpm"
26.644897959,"93.96 bpm"
27.283446712,"97.51 bpm"
27.898775510,"93.96 bpm"
28.537324263,"92.29 bpm"
29.187482993,"95.70 bpm"
29.814421768,"95.70 bpm"
30.441360544,"93.96 bpm"
31.079909297,"92.29 bpm"
31.730068027,"93.96 bpm"
32.368616780,"95.70 bpm"
32.995555555,"95.70 bpm"
33.622494331,"92.29 bpm"
34.272653061,"93.96 bpm"
34.911201814,"95.70 bpm"
35.538140589,"92.29 bpm"
36.188299319,"93.96 bpm"
36.826848072,"93.96 bpm"
37.465396825,"97.51 bpm"
38.080725623,"92.29 bpm"
38.730884353,"93.96 bpm"
39.369433106,"90.67 bpm"
40.031201814,"99.38 bpm"
40.634920634,"95.70 bpm"
41.261859410,"92.29 bpm"
41.912018140,"90.67 bpm"
42.573786848,"99.38 bpm"
43.177505668,"95.70 bpm"
43.804444444,"92.29 bpm"
44.454603174,"93.96 bpm"
45.093151927,"95.70 bpm"
45.720090702,"95.70 bpm"
46.347029478,"92.29 bpm"
46.997188208,"93.96 bpm"
47.635736961,"95.70 bpm"
48.262675736,"93.96 bpm"
48.901224489,"92.29 bpm"
49.551383219,"93.96 bpm"
50.189931972,"97.51 bpm"
50.805260770,"95.70 bpm"
51.432199546,"92.29 bpm"
52.082358276,"95.70 bpm"
52.709297052,"93.96 bpm"
53.347845804,"90.67 bpm"
54.009614512,"95.70 bpm"
54.636553287,"93.96 bpm"
55.275102040,"95.70 bpm"
55.902040816,"93.96 bpm"
56.540589569,"93.96 bpm"
57.179138321,"93.96 bpm"
57.817687074,"95.70 bpm"
58.444625850,"92.29 bpm"
59.094784580,"95.70 bpm"
59.721723356,"97.51 bpm"
60.337052154,"92.29 bpm"
60.987210884,"93.96 bpm"
61.625759637,"92.29 bpm"
62.275918367,"95.70 bpm"
62.902857142,"95.70 bpm"
63.529795918,"93.96 bpm"
64.168344671,"93.96 bpm"
64.806893424,"95.70 bpm"
65.433832199,"93.96 bpm"
66.072380952,"93.96 bpm"
66.710929705,"93.96 bpm"
67.349478458,"95.70 bpm"
67.976417233,"93.96 bpm"
68.614965986,"92.29 bpm"
69.265124716,"93.96 bpm"
69.903673469,"95.70 bpm"
70.530612244,"95.70 bpm"
71.157551020,"92.29 bpm"
71.807709750,"93.96 bpm"
72.446258503,"95.70 bpm"
73.073197278,"93.96 bpm"
73.711746031,"93.96 bpm"
74.350294784,"93.96 bpm"
74.988843537,"97.51 bpm"
75.604172335,"92.29 bpm"
76.254331065,"93.96 bpm"
76.892879818,"93.96 bpm"
77.531428571,"95.70 bpm"
78.158367346,"93.96 bpm"
78.796916099,"93.96 bpm"
79.435464852,"92.29 bpm"
80.085623582,"97.51 bpm"
80.700952380,"93.96 bpm"
81.339501133,"92.29 bpm"
81.989659863,"93.96 bpm"
82.628208616,"93.96 bpm"
83.266757369,"95.70 bpm"
83.893696145,"93.96 bpm"
84.532244897,"93.96 bpm"
85.170793650,"93.96 bpm"
85.809342403,"95.70 bpm"
86.436281179,"93.96 bpm"
87.074829931,"93.96 bpm"
87.713378684,"95.70 bpm"
88.340317460,"93.96 bpm"
88.978866213,"93.96 bpm"
89.617414965,"93.96 bpm"
90.255963718,"97.51 bpm"
90.871292517,"92.29 bpm"
91.521451247,"93.96 bpm"
92.160000000,"92.29 bpm"
92.810158730,"93.96 bpm"
93.448707482,"97.51 bpm"
94.064036281,"93.96 bpm"
