0.441179138,"92.29 bpm"
1.091337868,"90.67 bpm"
1.753106575,"90.67 bpm"
2.414875283,"89.10 bpm"
3.088253968,"90.67 bpm"
3.750022675,"92.29 bpm"
4.400181405,"90.67 bpm"
5.061950113,"92.29 bpm"
5.712108843,"86.13 bpm"
6.408707482,"89.10 bpm"
7.082086167,"90.67 bpm"
7.743854875,"90.67 bpm"
8.405623582,"87.59 bpm"
9.090612244,"90.67 bpm"
9.752380952,"92.29 bpm"
10.402539682,"93.96 bpm"
11.041088435,"93.96 bpm"
11.679637188,"92.29 bpm"
12.329795918,"92.29 bpm"
12.979954648,"92.29 bpm"
13.630113378,"90.67 bpm"
14.291882086,"93.96 bpm"
14.930430839,"90.67 bpm"
15.592199546,"87.59 bpm"
16.277188208,"93.96 bpm"
16.915736961,"93.96 bpm"
17.554285714,"93.96 bpm"
18.192834467,"92.29 bpm"
18.842993197,"92.29 bpm"
19.493151927,"90.67 bpm"
20.154920634,"92.29 bpm"
20.805079365,"93.96 bpm"
21.443628117,"93.96 bpm"
22.082176870,"93.96 bpm"
22.720725623,"93.96 bpm"
23.359274376,"90.67 bpm"
24.021043083,"93.96 bpm"
24.659591836,"93.96 bpm"
25.298140589,"90.67 bpm"
25.959909297,"93.96 bpm"
26.598458049,"93.96 bpm"
27.237006802,"92.29 bpm"
27.887165532,"92.29 bpm"
28.537324263,"90.67 bpm"
29.199092970,"95.70 bpm"
29.826031746,"92.29 bpm"
30.476190476,"92.29 bpm"
31.126349206,"90.67 bpm"
31.788117913,"92.29 bpm"
32.438276643,"90.67 bpm"
33.100045351,"90.67 bpm"
33.761814058,"92.29 bpm"
34.411972789,"93.96 bpm"
35.050521541,"90.67 bpm"
35.712290249,"92.29 bpm"
36.362448979,"89.10 bpm"
37.035827664,"92.29 bpm"
37.685986394,"90.67 bpm"
38.347755102,"93.96 bpm"
38.986303854,"90.67 bpm"
39.648072562,"92.29 bpm"
40.298231292,"90.67 bpm"
40.960000000,"93.96 bpm"
41.598548752,"92.29 bpm"
42.248707482,"93.96 bpm"
42.887256235,"93.96 bpm"
43.525804988,"89.10 bpm"
44.199183673,"95.70 bpm"
44.826122448,"90.67 bpm"
45.487891156,"92.29 bpm"
46.138049886,"93.96 bpm"
46.776598639,"93.96 bpm"
47.415147392,"95.70 bpm"
48.042086167,"95.70 bpm"
48.669024943,"92.29 bpm"
49.319183673,"95.70 bpm"
49.946122448,"92.29 bpm"
50.596281179,"93.96 bpm"
51.234829931,"92.29 bpm"
51.884988662,"93.96 bpm"
52.523537414,"95.70 bpm"
53.150476190,"93.96 bpm"
53.789024943,"92.29 bpm"
54.439183673,"92.29 bpm"
55.089342403,"92.29 bpm"
55.739501133,"93.96 bpm"
56.378049886,"95.70 bpm"
57.004988662,"92.29 bpm"
57.655147392,"92.29 bpm"
58.305306122,"95.70 bpm"
58.932244897,"93.96 bpm"
59.570793650,"92.29 bpm"
60.220952380,"92.29 bpm"
60.871111111,"92.29 bpm"
61.521269841,"92.29 bpm"
62.171428571,"92.29 bpm"
62.821587301,"95.70 bpm"
63.448526077,"97.51 bpm"
64.063854875,"92.29 bpm"
64.714013605,"93.96 bpm"
65.352562358,"93.96 bpm"
65.991111111,"95.70 bpm"
66.618049886,"95.70 bpm"
67.244988662,"93.96 bpm"
67.883537414,"97.51 bpm"
68.498866213,"93.96 bpm"
69.137414965,"95.70 bpm"
69.764353741,"92.29 bpm"
70.414512471,"95.70 bpm"
71.041451247,"95.70 bpm"
71.668390022,"90.67 bpm"
72.330158730,"93.96 bpm"
72.968707482,"93.96 bpm"
73.607256235,"92.29 bpm"
74.257414965,"95.70 bpm"
74.884353741,"93.96 bpm"
75.522902494,"93.96 bpm"
76.161451247,"93.96 bpm"
76.800000000,"95.70 bpm"
77.426938775,"92.29 bpm"
78.077097505,"90.67 bpm"
78.738866213,"93.96 bpm"
79.377414965,"93.96 bpm"
80.015963718,"93.96 bpm"
80.654512471,"90.67 bpm"
81.316281179,"93.96 bpm"
81.954829931,"92.29 bpm"
82.604988662,"93.96 bpm"
83.243537414,"93.96 bpm"
