0.000000000,3.84402e-09,7.57863e-09,1.02365e-08,1.0201e-08,9.0578e-09,7.30156e-09,5.12766e-09,6.05435e-09,6.80122e-09,5.45338e-09,2.02725e-09,3.17265e-09,7.79831e-09,1.04394e-08,1.17882e-08,1.12255e-08,7.65336e-09,3.27256e-09,4.70206e-09,7.86124e-09,1.02248e-08,1.28591e-08,1.37419e-08,1.20196e-08,8.86878e-09,1.01587e-08,1.48868e-08,1.62526e-08,1.37885e-08,7.98782e-09,1.91006e-09,4.75927e-09,9.48751e-09,6.11595e-09,5.62977e-09,1.07347e-08,7.33437e-09,1.22003e-08,2.53946e-08,2.67511e-08,1.87246e-08,1.96175e-08,2.11458e-08,1.24545e-08,8.87429e-09,7.89207e-09,8.4238e-10,1.70543e-09,1.24791e-08,2.63888e-08,2.91755e-08,2.6961e-08,2.43421e-08,2.42023e-08,3.07161e-08,3.53818e-08,3.98779e-08,5.23209e-08,5.15707e-08,3.7746e-08
0.023219954,2.80647e-09,8.56796e-09,1.23135e-08,1.11632e-08,9.03984e-09,8.11989e-09,2.60569e-09,6.4799e-09,7.3457e-09,7.09107e-09,3.44263e-09,4.35254e-09,1.12447e-08,1.36088e-08,1.38317e-08,1.76268e-08,1.26011e-08,3.2278e-09,5.35582e-09,1.4817e-08,1.67301e-08,2.04678e-08,2.63271e-08,1.02762e-08,7.5785e-09,1.11189e-08,3.66828e-08,3.24378e-08,3.6483e-09,1.50958e-08,9.69482e-09,1.10275e-08,1.27792e-08,2.37393e-08,3.75771e-08,2.11069e-08,1.61933e-08,1.98236e-08,4.47399e-08,3.1624e-08,3.9604e-08,3.4832e-08,5.47712e-09,4.24972e-08,4.65123e-08,4.87932e-08,5.65559e-08,4.496e-08,2.62781e-08,2.21422e-08,3.89506e-08,6.5537e-08,1.00431e-07,6.03496e-08,1.24904e-08,2.95993e-08,4.32598e-08,5.98797e-08,2.94965e-08,3.42946e-08
0.046439909,3.64309e-09,8.02193e-09,1.25105e-08,9.4063e-09,6.10306e-09,7.7304e-09,3.24426e-09,7.31241e-09,3.78688e-09,7.18385e-09,5.99729e-09,2.73267e-09,1.19992e-08,1.03944e-08,5.34465e-09,1.51302e-08,1.14144e-08,6.933e-09,1.42761e-09,1.41096e-08,1.47562e-08,1.5098e-08,2.05564e-08,1.0843e-08,6.53608e-09,1.81965e-08,3.05813e-08,1.61563e-08,6.85469e-09,1.75061e-08,1.16353e-08,4.41686e-09,1.84811e-08,2.37463e-08,2.02222e-08,2.43049e-08,2.82156e-08,4.94996e-08,1.93041e-08,3.14223e-08,2.92112e-08,1.8266e-08,2.6628e-08,1.39711e-08,1.62521e-08,4.51928e-09,1.15159e-08,3.28752e-08,2.55954e-08,6.5333e-08,4.62879e-08,2.66814e-08,5.97785e-08,2.87997e-08,4.31321e-08,2.59121e-08,7.65436e-08,8.28064e-08,3.39996e-08,1.31803e-08
0.069659863,6.33557e-09,5.3982e-09,1.13028e-08,7.44833e-09,3.36308e-09,5.34916e-09,8.47824e-09,9.90815e-09,3.28061e-09,6.6276e-09,6.21907e-09,4.04003e-09,1.35969e-08,8.78e-09,4.94269e-09,1.20966e-08,8.69008e-10,8.75565e-09,3.66359e-09,9.98021e-09,1.60474e-08,1.40632e-08,4.08537e-09,2.08283e-08,2.10494e-08,1.86524e-08,2.68433e-08,1.72121e-08,2.36954e-08,2.23149e-08,7.31339e-09,7.81282e-10,1.91572e-08,2.45366e-08,2.84981e-08,4.54622e-08,2.23305e-08,1.38904e-08,2.36913e-08,2.12954e-08,2.5063e-08,4.06209e-08,3.60861e-08,2.91306e-08,2.96731e-08,2.32008e-08,4.48317e-08,6.87307e-09,1.78501e-08,2.96697e-08,4.42892e-08,5.93349e-08,4.84503e-08,2.45335e-08,1.99317e-08,1.63489e-08,3.14938e-08,2.8913e-08,2.75537e-08,6.77118e-08
0.092879818,7.5252e-09,9.11833e-09,8.0252e-09,1.13561e-08,1.60862e-08,1.07527e-08,1.25885e-08,1.15316e-08,6.32305e-09,5.88057e-09,5.82111e-09,9.64456e-09,1.9391e-08,1.59791e-08,8.45244e-09,1.96024e-08,1.00738e-08,7.06739e-09,7.105e-09,1.2964e-08,3.48515e-09,1.21444e-08,7.2557e-09,3.02417e-08,2.61547e-08,1.09786e-08,2.14916e-08,2.05651e-08,2.31519e-08,1.94732e-08,3.20836e-08,2.50568e-08,2.38895e-08,5.3825e-08,1.91386e-08,3.23108e-08,2.56714e-08,2.39652e-08,5.23986e-08,1.04699e-08,9.74039e-09,1.94898e-08,3.13704e-08,5.42094e-09,3.14874e-08,4.0502e-08,3.09664e-08,4.26214e-08,6.09778e-08,6.10904e-08,3.70605e-08,2.05155e-08,1.34071e-08,3.13344e-08,4.93441e-08,8.77473e-08,7.81855e-08,3.37182e-08,1.67103e-08,5.74861e-08
0.116099773,4.55493e-08,1.33995e-07,1.36782e-07,1.58826e-07,1.35253e-08,3.04045e-08,2.33243e-08,6.46303e-08,5.11399e-08,1.80492e-08,1.87001e-08,3.92627e-08,5.76484e-08,4.36265e-09,3.27519e-08,1.81813e-08,1.47921e-08,1.66044e-08,1.33635e-08,1.44674e-08,2.26526e-08,1.92956e-08,1.63487e-08,1.26375e-08,1.18386e-08,2.41936e-08,1.72455e-08,1.90061e-08,3.66878e-08,3.76681e-08,9.62975e-09,3.5384e-08,3.2876e-08,2.08807e-08,3.27094e-09,2.67915e-08,2.60696e-08,1.08568e-08,1.01408e-08,2.04401e-08,3.72095e-08,4.01827e-08,4.96676e-08,5.00412e-08,4.14321e-08,3.94143e-08,3.16435e-08,3.261e-08,1.7916e-08,2.98491e-08,4.76472e-08,8.44256e-08,9.25436e-08,5.04302e-08,7.20534e-09,3.29995e-08,9.03863e-08,7.46085e-08,2.94922e-08,1.62706e-08
0.139319727,2.80516e-06,1.60006e-06,4.74945e-07,1.62225e-07,1.25759e-07,4.95221e-07,4.29196e-07,1.43885e-07,9.12936e-08,9.52588e-08,1.34303e-07,1.1698e-07,3.3928e-08,5.22617e-08,1.15123e-07,2.03588e-08,7.58425e-08,3.53868e-08,3.1201e-08,3.78244e-08,6.61017e-08,2.29031e-08,1.38171e-08,1.10688e-08,4.68805e-08,4.15734e-08,3.91977e-08,3.59811e-08,3.68853e-08,2.83348e-08,2.63441e-08,8.73764e-09,2.97259e-08,4.23171e-08,6.80024e-09,1.12762e-08,2.26165e-08,2.12534e-08,1.59748e-08,3.67021e-08,3.36061e-08,1.92527e-08,3.48495e-08,3.77237e-08,2.47867e-08,1.86797e-08,2.09375e-08,2.42532e-08,1.75325e-08,3.12973e-08,3.04094e-08,1.55564e-08,3.22947e-08,4.27281e-08,6.72263e-08,7.30517e-08,4.87088e-08,8.71673e-08,7.14078e-08,8.07917e-08
0.162539682,1.85387e-05,1.50996e-05,1.06481e-05,6.25423e-06,4.42077e-06,2.36781e-06,1.00018e-06,6.78981e-07,2.45897e-07,5.17578e-07,2.63513e-07,5.96204e-07,4.85943e-07,2.17849e-07,4.00658e-07,1.53371e-07,2.52951e-07,9.59098e-08,3.86161e-08,7.13978e-08,1.63875e-07,1.50343e-07,1.34373e-08,7.32253e-08,1.59733e-07,1.31587e-07,7.77127e-08,6.68547e-08,8.94993e-08,1.52885e-07,4.68277e-08,1.08511e-07,4.13099e-08,1.28501e-07,1.697e-08,5.08208e-08,2.13375e-08,1.78567e-08,7.72395e-09,5.7027e-08,6.72556e-08,6.00282e-08,8.52845e-08,6.83858e-08,2.87771e-08,7.59423e-08,8.37586e-08,8.06201e-08,6.38324e-09,4.88404e-08,7.71777e-09,5.04171e-08,2.88265e-08,5.63236e-08,3.60977e-08,1.69463e-08,8.00934e-08,2.16185e-08,3.80734e-08,6.62386e-08
0.185759637,5.48743e-05,4.59166e-05,4.7763e-05,3.87244e-05,2.84876e-05,2.49192e-05,1.92999e-05,1.21439e-05,9.00601e-06,4.4798e-06,3.27083e-06,2.18574e-06,6.10872e-07,8.20484e-07,9.89366e-07,4.8997e-07,8.58103e-07,3.60884e-07,3.52491e-07,2.33891e-07,6.36601e-07,2.86888e-07,1.54531e-07,1.27595e-07,5.52135e-07,1.01514e-07,3.11e-07,2.60617e-07,2.4372e-07,4.03744e-07,1.96231e-07,2.93285e-07,1.63297e-08,2.12843e-07,1.41302e-07,2.13706e-07,7.73182e-09,6.63099e-08,6.92153e-08,2.37532e-07,3.37501e-08,1.09811e-07,1.4486e-07,1.36883e-07,1.16618e-07,8.10572e-08,7.71829e-08,1.58545e-07,2.22731e-07,1.95021e-07,8.50302e-08,1.23185e-07,1.07118e-07,2.21042e-07,6.2074e-08,1.82693e-07,1.9776e-07,1.58766e-07,1.11271e-07,9.89051e-08
0.208979591,0.000128527,4.58915e-05,0.000121247,0.000155164,0.000123358,7.15369e-05,5.29762e-05,5.36846e-05,4.68452e-05,4.60621e-05,3.65051e-05,2.64264e-05,2.19302e-05,1.74013e-05,1.21933e-05,5.26375e-06,3.86064e-06,2.41912e-06,1.30449e-06,1.06e-06,8.76823e-07,1.04116e-06,1.40825e-07,6.03722e-07,1.1674e-06,8.50209e-07,3.73839e-07,7.16652e-07,4.76094e-07,6.49163e-07,4.69652e-07,5.5425e-07,1.25772e-07,8.45147e-07,5.59669e-08,3.65886e-07,4.15589e-07,2.62333e-07,1.11782e-07,2.87526e-07,1.43404e-07,4.14131e-07,3.49446e-07,4.52717e-07,3.4638e-07,2.83094e-07,1.92275e-07,3.90145e-07,2.71307e-07,5.62446e-07,4.27531e-07,4.16536e-07,1.71537e-07,5.44514e-07,7.51162e-07,6.77766e-07,2.03019e-07,3.59094e-07,3.10992e-07,4.2846e-07
