0.00007966,0.00011567,0.00011553,0.00011870,0.00011498,0.00013595,0.00010607,0.00010402,0.00011123,0.00035004,0.00081411,0.00043952,0.00012676,0.00013941,0.00013548,0.00013686,0.00021650,0.00025718,0.00012851,0.00009553,0.00008019,0.00009547,0.00018206,0.00017493,0.00012350,0.00010589,0.00007442,0.00006408,0.00006499,0.00011094,0.00008447,0.00004775,0.00006805,0.00008725,0.00008325,0.00009755,0.00012823,0.00013992,0.00026069,0.00017880,0.00009304,0.00009929,0.00009205,0.00006770,0.00012159,0.00012268,0.00007581,0.00004857,0.00007220,0.00011802,0.00013602,0.00007998,0.00004774,0.00004173,0.00003445,0.00002855,0.00002645,0.00003414,0.00003209,0.00003725
0.00014418,0.00020150,0.00032111,0.00041004,0.00037951,0.00033191,0.00040084,0.00046226,0.00049794,0.00063858,0.00092282,0.00111468,0.00119633,0.00199657,0.00231663,0.00620322,0.01000323,0.00597989,0.00207975,0.00052627,0.00065766,0.00081816,0.00063788,0.00111761,0.00173206,0.00162603,0.00277840,0.00139005,0.00032047,0.00027068,0.00038098,0.00278062,0.00378284,0.00247454,0.00066144,0.00023924,0.00066556,0.00087058,0.00048777,0.00046965,0.00089248,0.00075440,0.00045200,0.00039445,0.00060669,0.00041333,0.00052513,0.00033053,0.00045188,0.00060407,0.00033464,0.00037325,0.00029235,0.00028415,0.00030339,0.00026535,0.00027702,0.00022020,0.00015488,0.00014063
0.00075867,0.00117239,0.00142393,0.00161723,0.00139637,0.00108979,0.00070679,0.00055099,0.00066430,0.00070534,0.00109473,0.00152315,0.00068174,0.00067414,0.00110267,0.00475647,0.00832416,0.00909248,0.00277088,0.00053760,0.00083769,0.00082948,0.00056764,0.00083394,0.00189218,0.00195232,0.00300545,0.00218948,0.00125384,0.00059729,0.00038145,0.00060738,0.00129842,0.00125898,0.00083982,0.00083407,0.00046581,0.00050157,0.00051814,0.00040330,0.00049790,0.00075416,0.00082077,0.00068459,0.00098167,0.00047009,0.00049120,0.00060525,0.00055685,0.00064391,0.00026049,0.00033444,0.00027989,0.00028364,0.00034685,0.00032336,0.00039025,0.00034904,0.00019026,0.00025130
0.00072582,0.00072509,0.00043989,0.00086131,0.00246985,0.00141134,0.00082092,0.00059983,0.00040076,0.00079602,0.00151312,0.00663750,0.00324402,0.00144292,0.00045138,0.00080765,0.00393448,0.00577654,0.00220560,0.00048669,0.00128088,0.00211946,0.00078869,0.00094297,0.00155398,0.00078044,0.00044231,0.00047079,0.00246707,0.00704241,0.00349964,0.00031403,0.00115127,0.00226697,0.00123009,0.00091767,0.00184608,0.00084442,0.00072299,0.00126050,0.00301724,0.00485292,0.00203743,0.00222559,0.00129167,0.00186549,0.00122306,0.00111388,0.00233400,0.00255285,0.00145380,0.00126812,0.00324116,0.00768875,0.00349266,0.00223251,0.00219308,0.00320413,0.00271141,0.00259596
0.00398662,0.00265195,0.00217425,0.00199868,0.00121710,0.00116757,0.00444767,0.01801040,0.01854600,0.00512538,0.00134911,0.00090559,0.00125140,0.00116666,0.00570188,0.00699069,0.00364397,0.00364227,0.00184198,0.00483336,0.00762550,0.00272420,0.00080986,0.00129898,0.00243370,0.00104567,0.00122954,0.00150408,0.00185609,0.00331544,0.00194351,0.00076060,0.00098030,0.00087910,0.00051974,0.00088323,0.00191469,0.00118969,0.00189048,0.00427323,0.00260451,0.00339462,0.00161711,0.00203376,0.00132023,0.00148126,0.00226119,0.00146237,0.00234885,0.00178886,0.00173478,0.00200241,0.00290906,0.00656352,0.00393520,0.00310908,0.00237844,0.00402528,0.00245117,0.00234188
0.00099341,0.00085326,0.00118045,0.00098918,0.00084682,0.00081377,0.00127478,0.00339810,0.00369901,0.00320997,0.00117259,0.00132333,0.00068086,0.00075794,0.00085957,0.00138908,0.00253818,0.00348181,0.00174104,0.00065010,0.00074277,0.00135670,0.00039639,0.00092773,0.00099698,0.00076386,0.00252931,0.00331228,0.00379587,0.00794379,0.00368133,0.00069721,0.00093724,0.00060352,0.00036816,0.00088837,0.00164954,0.00091264,0.00186944,0.00354785,0.00243144,0.00533249,0.00283319,0.00106914,0.00149197,0.00168375,0.00283946,0.00181222,0.00231876,0.00183122,0.00197882,0.00248586,0.00255010,0.00615182,0.00350352,0.00278861,0.00294680,0.00381786,0.00299074,0.00310541
0.00028117,0.00060119,0.00100613,0.00099034,0.00054591,0.00065156,0.00042202,0.00060163,0.00146947,0.00295054,0.00321032,0.00145286,0.00083508,0.00037259,0.00037180,0.00062862,0.00327633,0.00485591,0.00287052,0.00048029,0.00049412,0.00141495,0.00081626,0.00050771,0.00031276,0.00155719,0.00315152,0.00149291,0.00453695,0.00957557,0.00467521,0.00053779,0.00037122,0.00042879,0.00088485,0.00076741,0.00110660,0.00111223,0.00177228,0.00113013,0.00219246,0.00540761,0.00277486,0.00100304,0.00128916,0.00193655,0.00101041,0.00064880,0.00148198,0.00131490,0.00167492,0.00143669,0.00284504,0.00769377,0.00461731,0.00144127,0.00241853,0.00414774,0.00199105,0.00156441
0.00139516,0.00147329,0.00114429,0.00095390,0.00031947,0.00032212,0.00080431,0.00299687,0.00304528,0.00104430,0.00092137,0.00089821,0.00340998,0.00243652,0.00164649,0.00058612,0.00364494,0.00606942,0.00253767,0.00236475,0.00404220,0.00207962,0.00050430,0.00037779,0.00146809,0.00217819,0.00127814,0.00043443,0.00280543,0.00511068,0.00259056,0.00122340,0.00131984,0.00053015,0.00118563,0.00086230,0.00139489,0.00084511,0.00041558,0.00036168,0.00095638,0.00121510,0.00082726,0.00046497,0.00086284,0.00076566,0.00043885,0.00037137,0.00066846,0.00117689,0.00099950,0.00067340,0.00085266,0.00125198,0.00103554,0.00053665,0.00110259,0.00134968,0.00144779,0.00060442
0.00026377,0.00052706,0.00065794,0.00120562,0.00414730,0.00366278,0.00105281,0.00033729,0.00053153,0.00043146,0.00091489,0.00090855,0.00081913,0.00034013,0.00028918,0.00052712,0.00622759,0.00990208,0.00353687,0.00038123,0.00148902,0.00225275,0.00080857,0.00519907,0.00854870,0.00300150,0.00032087,0.00044029,0.00233052,0.00435820,0.00186687,0.00022057,0.00099627,0.00159366,0.00060285,0.00100003,0.00204248,0.00088963,0.00066157,0.00084521,0.00182268,0.00502973,0.00249700,0.00098771,0.00113641,0.00193687,0.00075987,0.00059055,0.00127829,0.00142233,0.00171954,0.00208697,0.00181462,0.00526233,0.00313586,0.00235430,0.00202379,0.00253771,0.00198559,0.00224706
0.00012141,0.00022544,0.00028669,0.00074029,0.00279429,0.00266345,0.00071737,0.00016298,0.00023105,0.00038104,0.00081780,0.00079744,0.00063321,0.00023790,0.00022307,0.00041977,0.00473677,0.00736040,0.00259741,0.00023781,0.00049786,0.00082803,0.00035013,0.00060724,0.00098053,0.00051336,0.00019828,0.00024720,0.00220235,0.00415038,0.00170607,0.00017127,0.00072972,0.00117084,0.00042922,0.00090394,0.00208910,0.00096425,0.00053287,0.00067499,0.00130009,0.00442283,0.00239396,0.00083985,0.00121669,0.00210972,0.00081752,0.00054376,0.00109898,0.00081618,0.00186961,0.00261320,0.00194720,0.00676655,0.00410470,0.00168642,0.00140385,0.00113456,0.00152345,0.00214016
