0.232199546,"4"
0.568888888,"1"
0.952018140,"2"
1.311927437,"3"
1.683446712,"4"
2.043356009,"1"
2.426485260,"2"
2.798004535,"3"
3.192743764,"4"
3.599092970,"1"
4.005442176,"2"
4.423401360,"3"
4.794920634,"4"
5.166439909,"1"
5.537959183,"2"
5.897868480,"3"
6.280997732,"4"
6.652517006,"1"
7.024036281,"2"
7.407165532,"3"
7.767074829,"4"
8.126984126,"1"
8.486893424,"2"
8.858412698,"3"
9.241541950,"4"
9.601451247,"1"
9.949750566,"2"
10.309659863,"3"
10.657959183,"4"
11.017868480,"1"
11.366167800,"2"
11.714467120,"3"
12.271746031,"4"
12.829024943,"1"
13.386303854,"2"
13.955192743,"3"
14.489251700,"4"
15.174240362,"1"
15.859229024,"2"
16.555827664,"3"
17.252426303,"4"
17.949024943,"1"
18.657233560,"2"
19.365442176,"3"
20.038820861,"4"
20.723809523,"1"
21.408798185,"2"
22.082176870,"3"
22.732335600,"4"
23.428934240,"1"
24.125532879,"2"
24.810521541,"3"
25.507120181,"4"
26.203718820,"1"
26.900317460,"2"
27.585306122,"3"
28.293514739,"4"
28.978503401,"1"
29.675102040,"2"
30.371700680,"3"
31.068299319,"4"
31.753287981,"1"
32.449886621,"2"
33.146485260,"3"
33.843083900,"4"
34.539682539,"1"
35.224671201,"2"
35.921269841,"3"
36.617868480,"4"
37.314467120,"1"
38.011065759,"2"
38.696054421,"3"
39.392653061,"4"
40.089251700,"1"
40.785850340,"2"
41.482448979,"3"
42.179047619,"4"
42.864036281,"1"
43.560634920,"2"
44.257233560,"3"
44.953832199,"4"
45.650430839,"1"
46.347029478,"2"
47.032018140,"3"
47.728616780,"4"
48.425215419,"1"
49.121814058,"2"
49.806802721,"3"
50.503401360,"4"
51.200000000,"1"
51.896598639,"2"
52.593197278,"3"
53.289795918,"4"
53.974784580,"1"
54.671383219,"2"
55.367981859,"3"
56.064580498,"4"
56.749569160,"1"
57.446167800,"2"
58.142766439,"3"
58.839365079,"4"
59.535963718,"1"
60.220952380,"2"
60.917551020,"3"
61.614149659,"4"
62.310748299,"1"
63.007346938,"2"
63.703945578,"3"
64.400544217,"4"
65.085532879,"1"
65.782131519,"2"
66.478730158,"3"
67.175328798,"4"
67.860317460,"1"
68.556916099,"2"
69.253514739,"3"
69.950113378,"4"
70.646712018,"1"
71.331700680,"2"
72.028299319,"3"
72.724897959,"4"
73.421496598,"1"
74.118095238,"2"
74.814693877,"3"
75.511292517,"4"
76.196281179,"1"
76.892879818,"2"
77.589478458,"3"
78.286077097,"4"
78.971065759,"1"
79.667664399,"2"
80.364263038,"3"
81.060861678,"4"
81.757460317,"1"
82.454058956,"2"
83.139047619,"3"
83.835646258,"4"
84.532244897,"1"
85.228843537,"2"
85.913832199,"3"
86.610430839,"4"
87.307029478,"1"
88.003628117,"2"
88.700226757,"3"
89.396825396,"4"
90.081814058,"1"
90.778412698,"2"
91.475011337,"3"
92.171609977,"4"
92.856598639,"1"
93.553197278,"2"
94.249795918,"3"
94.946394557,"4"
95.642993197,"1"
96.339591836,"2"
97.024580498,"3"
97.721179138,"4"
98.417777777,"1"
99.114376417,"2"
99.799365079,"3"
100.507573696,"4"
101.192562358,"1"
101.889160997,"2"
102.585759637,"3"
103.282358276,"4"
103.967346938,"1"
104.663945578,"2"
105.360544217,"3"
106.057142857,"4"
106.753741496,"1"
107.450340136,"2"
108.135328798,"3"
108.831927437,"4"
109.528526077,"1"
110.225124716,"2"
110.921723356,"3"
111.618321995,"4"
112.303310657,"1"
112.999909297,"2"
113.696507936,"3"
114.393106575,"4"
115.078095238,"1"
115.774693877,"2"
116.471292517,"3"
117.167891156,"4"
117.864489795,"1"
118.549478458,"2"
119.246077097,"3"
119.942675736,"4"
120.639274376,"1"
121.324263038,"2"
122.020861678,"3"
122.717460317,"4"
123.414058956,"1"
124.110657596,"2"
124.807256235,"3"
125.492244897,"4"
126.188843537,"1"
126.885442176,"2"
127.582040816,"3"
128.278639455,"4"
128.963628117,"1"
129.660226757,"2"
130.356825396,"3"
131.053424036,"4"
131.750022675,"1"
132.446621315,"2"
133.131609977,"3"
133.828208616,"4"
134.524807256,"1"
135.221405895,"2"
135.918004535,"3"
136.602993197,"4"
137.299591836,"1"
137.996190476,"2"
138.692789115,"3"
139.389387755,"4"
140.074376417,"1"
140.770975056,"2"
141.467573696,"3"
142.164172335,"4"
142.860770975,"1"
143.557369614,"2"
144.242358276,"3"
144.938956916,"4"
145.635555555,"1"
146.332154195,"2"
147.028752834,"3"
147.713741496,"4"
148.410340136,"1"
149.106938775,"2"
149.803537414,"3"
150.500136054,"4"
151.185124716,"1"
151.881723356,"2"
152.578321995,"3"
153.274920634,"4"
153.971519274,"1"
154.656507936,"2"
155.353106575,"3"
156.049705215,"4"
156.746303854,"1"
157.442902494,"2"
158.127891156,"3"
158.824489795,"4"
159.521088435,"1"
160.217687074,"2"
160.914285714,"3"
161.610884353,"4"
162.295873015,"1"
162.992471655,"2"
163.689070294,"3"
164.385668934,"4"
165.070657596,"1"
165.767256235,"2"
166.463854875,"3"
167.160453514,"4"
167.857052154,"1"
168.553650793,"2"
169.238639455,"3"
169.935238095,"4"
170.631836734,"1"
171.340045351,"2"
172.025034013,"3"
172.721632653,"4"
173.406621315,"1"
174.103219954,"2"
174.799818594,"3"
175.496417233,"4"
176.181405895,"1"
176.878004535,"2"
177.574603174,"3"
178.271201814,"4"
178.967800453,"1"
179.664399092,"2"
180.349387755,"3"
181.045986394,"4"
181.742585034,"1"
182.439183673,"2"
183.135782312,"3"
