0.487619047,"3"
1.033287981,"4"
1.602176870,"1"
2.159455782,"2"
2.658684807,"3"
3.227573696,"4"
3.808072562,"1"
4.481451247,"2"
5.154829931,"3"
5.828208616,"4"
6.524807256,"1"
7.221405895,"2"
7.952834467,"3"
8.684263038,"4"
9.334421768,"1"
9.996190476,"2"
10.623129251,"3"
11.250068027,"4"
11.911836734,"1"
12.561995464,"2"
13.212154195,"3"
13.862312925,"4"
14.512471655,"1"
15.139410430,"2"
15.754739229,"3"
16.381678004,"4"
17.008616780,"1"
17.670385487,"2"
18.274104308,"3"
18.866213151,"4"
19.469931972,"1"
20.073650793,"2"
20.665759637,"3"
21.257868480,"4"
21.873197278,"1"
22.511746031,"2"
23.115464852,"3"
23.730793650,"4"
24.346122448,"1"
24.949841269,"2"
25.553560090,"3"
26.145668934,"4"
26.691337868,"1"
27.295056689,"2"
27.921995464,"3"
28.514104308,"4"
29.106213151,"1"
29.698321995,"2"
30.302040816,"3"
30.894149659,"4"
31.474648526,"1"
32.066757369,"2"
32.658866213,"3"
33.250975056,"4"
33.831473922,"1"
34.446802721,"2"
35.038911564,"3"
35.631020408,"4"
36.211519274,"1"
36.815238095,"2"
37.395736961,"3"
37.987845804,"4"
38.568344671,"1"
39.148843537,"2"
39.729342403,"3"
40.321451247,"4"
40.901950113,"1"
41.494058956,"2"
42.074557823,"3"
42.643446712,"4"
43.235555555,"1"
43.850884353,"2"
44.431383219,"3"
45.035102040,"4"
45.627210884,"1"
46.207709750,"2"
46.788208616,"3"
47.368707482,"4"
47.984036281,"1"
48.552925170,"2"
49.145034013,"3"
49.713922902,"4"
50.306031746,"1"
50.898140589,"2"
51.467029478,"3"
52.047528344,"4"
52.639637188,"1"
53.220136054,"2"
53.823854875,"3"
54.415963718,"4"
54.973242630,"1"
55.484081632,"2"
55.983310657,"3"
56.482539682,"4"
56.958548752,"1"
57.457777777,"2"
57.957006802,"3"
58.479455782,"4"
59.025124716,"1"
59.640453514,"2"
60.255782312,"3"
60.836281179,"4"
61.416780045,"1"
61.997278911,"2"
62.589387755,"3"
63.169886621,"4"
63.738775510,"1"
64.330884353,"2"
64.922993197,"3"
65.468662131,"4"
66.037551020,"1"
66.606439909,"2"
67.221768707,"3"
67.813877551,"4"
68.405986394,"1"
69.009705215,"2"
69.566984126,"3"
70.135873015,"4"
70.704761904,"1"
71.273650793,"2"
71.842539682,"3"
72.434648526,"4"
73.015147392,"1"
73.618866213,"2"
74.164535147,"3"
74.721814058,"4"
75.302312925,"1"
75.882811791,"2"
76.451700680,"3"
77.043809523,"4"
77.624308390,"1"
78.228027210,"2"
78.773696145,"3"
79.261315192,"4"
79.795374149,"1"
80.317823129,"2"
80.828662131,"3"
81.374331065,"4"
81.931609977,"1"
82.454058956,"2"
82.964897959,"3"
83.487346938,"4"
84.033015873,"1"
84.578684807,"2"
85.147573696,"3"
85.693242630,"4"
86.262131519,"1"
86.842630385,"2"
87.434739229,"3"
88.038458049,"4"
88.653786848,"1"
89.234285714,"2"
89.826394557,"3"
90.395283446,"4"
90.940952380,"1"
91.509841269,"2"
92.078730158,"3"
92.647619047,"4"
93.228117913,"1"
93.820226757,"2"
94.400725623,"3"
94.969614512,"4"
95.550113378,"1"
96.153832199,"2"
96.722721088,"3"
97.303219954,"4"
97.883718820,"1"
98.452607709,"2"
99.044716553,"3"
99.636825396,"4"
100.194104308,"1"
100.762993197,"2"
101.355102040,"3"
101.923990929,"4"
102.492879818,"1"
103.073378684,"2"
103.653877551,"3"
104.234376417,"4"
104.814875283,"1"
105.372154195,"2"
105.952653061,"3"
106.544761904,"4"
107.102040816,"1"
107.682539682,"2"
108.274648526,"3"
108.855147392,"4"
109.447256235,"1"
110.039365079,"2"
110.631473922,"3"
111.211972789,"4"
111.780861678,"1"
112.361360544,"2"
112.953469387,"3"
113.533968253,"4"
114.091247165,"1"
114.694965986,"2"
115.263854875,"3"
115.855963718,"4"
116.424852607,"1"
117.005351473,"2"
117.585850340,"3"
118.177959183,"4"
118.746848072,"1"
119.338956916,"2"
119.931065759,"3"
120.511564625,"4"
121.092063492,"1"
121.672562358,"2"
122.253061224,"3"
122.833560090,"4"
123.414058956,"1"
123.994557823,"2"
124.575056689,"3"
125.167165532,"4"
125.736054421,"1"
126.339773242,"2"
126.931882086,"3"
127.512380952,"4"
128.092879818,"1"
128.684988662,"2"
129.277097505,"3"
129.857596371,"4"
130.438095238,"1"
131.006984126,"2"
131.587482993,"3"
132.167981859,"4"
132.736870748,"1"
133.317369614,"2"
133.897868480,"3"
134.478367346,"4"
135.058866213,"1"
135.650975056,"2"
136.231473922,"3"
136.823582766,"4"
137.415691609,"1"
137.972970521,"2"
138.541859410,"3"
139.122358276,"4"
139.702857142,"1"
140.283356009,"2"
140.863854875,"3"
141.455963718,"4"
142.036462585,"1"
142.640181405,"2"
143.232290249,"3"
143.824399092,"4"
144.381678004,"1"
144.950566893,"2"
145.519455782,"3"
146.111564625,"4"
146.692063492,"1"
147.260952380,"2"
147.853061224,"3"
148.433560090,"4"
149.002448979,"1"
149.582947845,"2"
150.163446712,"3"
150.743945578,"4"
151.324444444,"1"
151.893333333,"2"
152.462222222,"3"
153.054331065,"4"
153.646439909,"1"
154.226938775,"2"
154.784217687,"3"
155.341496598,"4"
155.898775510,"1"
156.479274376,"2"
157.048163265,"3"
157.617052154,"4"
158.197551020,"1"
158.789659863,"2"
159.370158730,"3"
159.950657596,"4"
160.531156462,"1"
161.100045351,"2"
161.657324263,"3"
162.237823129,"4"
162.795102040,"1"
163.387210884,"2"
