0.00571236,0.00491679,0.00460751,0.00940784,0.01123171,0.00560954,0.00256531,0.00215734,0.00139077,0.00153943,0.00220981,0.00363255,0.00440239,0.00508646,0.00595325,0.00717552,0.00644313,0.00547722,0.00390152,0.00194971,0.00178984,0.00120280,0.00221332,0.00428195,0.00211695,0.00109471,0.00194311,0.00350142,0.00346061,0.00219332,0.00182024,0.00156313,0.00185873,0.00226490,0.00299325,0.00203105,0.00059394,0.00031744,0.00059024,0.00137194,0.00199142,0.00078817,0.00101075,0.00151342,0.00108341,0.00097005,0.00198234,0.00324426,0.00166671,0.00053653,0.00069606,0.00124108,0.00148973,0.00098262,0.00048512,0.00131338,0.00227452,0.00102482,0.00080567,0.00077241
0.00667974,0.00599822,0.00352461,0.00410513,0.00155835,0.00497954,0.00333809,0.00227358,0.00133241,0.00207246,0.00328492,0.00442510,0.00591787,0.00601767,0.00543166,0.00607921,0.00518566,0.00446987,0.00377757,0.00214564,0.00157755,0.00099154,0.00125917,0.00246142,0.00216541,0.00176174,0.00205665,0.00177165,0.00153615,0.00226481,0.00201251,0.00191102,0.00204757,0.00191408,0.00248116,0.00146250,0.00080495,0.00100068,0.00090599,0.00179077,0.00279279,0.00089215,0.00077752,0.00074820,0.00059113,0.00077449,0.00097044,0.00102399,0.00057794,0.00066023,0.00067632,0.00075439,0.00088122,0.00071591,0.00083298,0.00145959,0.00253543,0.00119511,0.00105635,0.00183709
0.00540757,0.00576869,0.00545632,0.00417639,0.00280387,0.00147069,0.00223619,0.00180079,0.00175198,0.00318124,0.00553440,0.00638946,0.00534368,0.00572707,0.00593908,0.00542366,0.00359684,0.00415231,0.00419272,0.00272348,0.00253772,0.00166940,0.00124917,0.00192810,0.00127148,0.00209237,0.00378611,0.00726152,0.00713610,0.00361456,0.00218101,0.00207312,0.00219379,0.00437748,0.00373209,0.00221663,0.00165556,0.00195310,0.00290641,0.00308639,0.00171360,0.00201914,0.00169876,0.00302466,0.00573967,0.00592266,0.00359747,0.00314973,0.00377632,0.00508745,0.00378263,0.00243557,0.00412975,0.00579803,0.00351402,0.00455397,0.00311194,0.00284053,0.00193648,0.00282030
0.00633892,0.00545529,0.00361533,0.00227610,0.00415477,0.00331672,0.00248789,0.00192123,0.00119582,0.00213896,0.00374532,0.00513908,0.00564960,0.00556590,0.00593265,0.00650551,0.00509757,0.00552834,0.00443662,0.00234787,0.00179265,0.00128862,0.00109296,0.00191352,0.00174966,0.00126506,0.00185177,0.00242345,0.00157310,0.00185497,0.00221766,0.00131096,0.00153149,0.00170874,0.00248265,0.00214228,0.00092440,0.00059760,0.00091021,0.00130339,0.00127890,0.00075896,0.00081302,0.00122419,0.00113537,0.00119990,0.00124108,0.00099666,0.00113114,0.00130042,0.00126879,0.00128690,0.00166560,0.00141647,0.00108597,0.00156005,0.00279531,0.00168899,0.00149529,0.00320424
0.00200122,0.00214053,0.00245846,0.00624031,0.00621176,0.00216276,0.00112335,0.00069878,0.00047745,0.00058754,0.00108534,0.00168399,0.00227904,0.00272325,0.00297562,0.00298502,0.00324676,0.00243827,0.00265522,0.00539657,0.01190126,0.01093373,0.00390958,0.00277916,0.00157125,0.00091147,0.00062035,0.00148154,0.00191701,0.00066435,0.00069418,0.00051829,0.00071149,0.00049159,0.00035326,0.00058332,0.00085118,0.00117609,0.00081659,0.00114308,0.00141009,0.00083775,0.00060939,0.00021498,0.00017272,0.00071347,0.00107923,0.00135010,0.00055341,0.00060272,0.00068811,0.00143693,0.00225051,0.00078577,0.00093586,0.00281553,0.00249114,0.00077288,0.00112001,0.00177450
0.00735559,0.00686063,0.00677254,0.00615920,0.00522605,0.00375033,0.00248400,0.00133179,0.00125161,0.00226976,0.00418229,0.00589223,0.00716317,0.00724811,0.00737327,0.00838971,0.00755772,0.00656564,0.00439550,0.00184840,0.00155135,0.00150739,0.00150393,0.00237637,0.00474040,0.00879527,0.00459681,0.00330059,0.00382069,0.00310597,0.00296611,0.00226700,0.00193972,0.00324377,0.00483855,0.00441413,0.00163245,0.00030708,0.00024445,0.00048252,0.00093947,0.00107864,0.00093420,0.00075576,0.00131854,0.00082380,0.00220314,0.00190246,0.00097481,0.00203896,0.00206170,0.00384532,0.00793427,0.00435358,0.01017358,0.00390283,0.00041306,0.00063733,0.00069596,0.00067606
0.00072715,0.00060915,0.00052000,0.00049575,0.00043386,0.00063136,0.00059985,0.00036130,0.00043307,0.00083010,0.00060315,0.00040993,0.00086906,0.00168315,0.00168236,0.00104120,0.00056405,0.00038986,0.00043934,0.00086806,0.00084472,0.00086137,0.00072939,0.00100178,0.00168234,0.00242530,0.00526384,0.00732805,0.00528041,0.00211821,0.00170381,0.00148452,0.00305491,0.00607116,0.00427281,0.00121853,0.00091247,0.00150732,0.00175515,0.00435624,0.00401043,0.00266438,0.00305438,0.00138857,0.00598346,0.00727944,0.00243522,0.00233139,0.00200742,0.00209799,0.00262507,0.00266422,0.00804614,0.00713240,0.01097194,0.01016859,0.00583476,0.00332310,0.00252620,0.00470862
0.00226964,0.00242851,0.00249524,0.00235623,0.00206456,0.00164464,0.00115641,0.00070915,0.00068984,0.00119442,0.00188728,0.00261377,0.00321667,0.00374226,0.00414963,0.00459023,0.00452108,0.00354651,0.00232456,0.00137864,0.00086482,0.00063013,0.00054694,0.00062560,0.00069154,0.00078357,0.00110081,0.00172154,0.00222271,0.00184340,0.00091436,0.00043488,0.00027308,0.00034938,0.00059534,0.00105177,0.00132295,0.00082919,0.00047392,0.00033512,0.00052711,0.00060283,0.00034716,0.00029356,0.00046077,0.00069537,0.00060945,0.00049852,0.00097322,0.00120289,0.00384269,0.00685096,0.00476465,0.00508151,0.01214421,0.00723148,0.00086949,0.00035538,0.00029722,0.00020135
0.00630146,0.00716478,0.00697699,0.00618703,0.00487325,0.00338227,0.00222594,0.00168604,0.00199561,0.00232945,0.00393439,0.00823796,0.00650352,0.00669865,0.00676639,0.00749412,0.00791534,0.00750639,0.00489598,0.00211657,0.00171010,0.00107932,0.00086663,0.00138759,0.00219999,0.00198518,0.00292298,0.00412963,0.00422251,0.00339880,0.00242586,0.00175881,0.00169735,0.00272426,0.00362917,0.00249624,0.00127681,0.00111660,0.00245031,0.00443528,0.00238499,0.00145449,0.00115699,0.00156688,0.00131848,0.00140698,0.00222012,0.00170677,0.00132975,0.00090295,0.00124713,0.00404965,0.00767986,0.00522723,0.00217268,0.00258544,0.00242855,0.00128410,0.00120079,0.00131311
0.00544795,0.00689940,0.00638056,0.00583436,0.00469795,0.00326709,0.00248589,0.00257445,0.00171764,0.00187373,0.00224535,0.00406886,0.00489503,0.00624279,0.00648195,0.00730329,0.00592979,0.00423942,0.00249970,0.00164380,0.00139027,0.00086175,0.00084911,0.00131014,0.00147284,0.00173113,0.00237189,0.00179613,0.00136574,0.00203463,0.00208539,0.00168589,0.00190944,0.00266487,0.00304552,0.00185208,0.00055265,0.00089638,0.00121381,0.00233465,0.00115790,0.00052017,0.00069945,0.00128189,0.00146725,0.00126817,0.00253395,0.00163851,0.00073482,0.00157418,0.00121631,0.00271231,0.00307998,0.00162390,0.00152004,0.00131690,0.00097859,0.00130792,0.00162076,0.00143405
0.00352200,0.00500868,0.00469470,0.00401274,0.00328223,0.00245026,0.00157435,0.00136628,0.00097366,0.00144591,0.00334060,0.00523884,0.00517188,0.00580506,0.00569439,0.00629259,0.00566382,0.00415765,0.00192336,0.00222776,0.00257666,0.00149655,0.00127002,0.00189680,0.00298574,0.00257176,0.00437395,0.00622844,0.00596729,0.00261108,0.00254935,0.00279818,0.00267168,0.00576351,0.00404597,0.00209274,0.00187922,0.00155663,0.00233756,0.00369047,0.00284003,0.00292331,0.00316258,0.00568880,0.00605491,0.00555391,0.00288333,0.00276195,0.00246519,0.00360726,0.00226279,0.00230127,0.00337379,0.00375370,0.00175062,0.00392424,0.00235668,0.00209386,0.00276255,0.00435509
0.00522976,0.00648756,0.00598680,0.00551203,0.00437329,0.00369422,0.00383585,0.00481265,0.00627037,0.00565995,0.00357163,0.00450278,0.00652779,0.00623532,0.00554582,0.00655793,0.00467040,0.00440636,0.00251572,0.00281675,0.00288237,0.00148644,0.00119894,0.00148839,0.00173044,0.00159017,0.00297842,0.00447027,0.00379694,0.00456243,0.00544312,0.00416891,0.00203603,0.00239041,0.00326135,0.00264802,0.00191679,0.00067643,0.00093889,0.00263188,0.00160017,0.00078585,0.00050758,0.00074358,0.00072626,0.00124540,0.00288565,0.00169601,0.00052087,0.00057820,0.00125819,0.00294015,0.00108964,0.00082069,0.00085516,0.00126617,0.00176845,0.00261084,0.00444672,0.00353884
